iter	MultiClass
150	0.7225212456
151	0.7216299477
152	0.7204626006
153	0.7187264717
154	0.7175528781
155	0.716027329
156	0.7146288191
157	0.7130385692
158	0.7116890755
159	0.711014523
160	0.7094670658
161	0.7083789387
162	0.7071670767
163	0.7056444018
164	0.7044432518
165	0.7029693574
166	0.7022427542
167	0.7012265337
168	0.7003510907
169	0.6993695033
170	0.6973067796
171	0.6966240558
172	0.6951742088
173	0.6940338835
174	0.6922065982
175	0.6910303293
176	0.6899354648
177	0.688811946
178	0.6874025208
179	0.6860794523
180	0.6851533753
181	0.6839197353
182	0.6829781079
183	0.6821055105
184	0.6807090396
185	0.6794358526
186	0.6780468035
187	0.676778072
188	0.6751419339
189	0.6742743078
190	0.6732538725
191	0.6724710097
192	0.6715775948
193	0.6703250675
194	0.6691202943
195	0.6672465512
196	0.6664229762
197	0.6657631971
198	0.6646861201
199	0.6633374707
200	0.6623001175
201	0.6609414583
202	0.6592388122
203	0.6577525063
204	0.6568928065
205	0.6556712929
206	0.6549916557
207	0.653708635
208	0.652275074
209	0.6511279122
210	0.6497607822
211	0.6490620234
212	0.6476126053
213	0.6464661043
214	0.6450598207
215	0.644095442
216	0.6431849466
217	0.6422710733
218	0.6412028541
219	0.6398665129
220	0.6391138858
221	0.6378367058
222	0.6367529206
223	0.6355340416
224	0.634734258
225	0.6337441162
226	0.632503208
227	0.6316972101
228	0.6309634099
229	0.6301473723
230	0.628881598
231	0.6278481512
232	0.6269954862
233	0.6260556259
234	0.6250194262
235	0.6240806861
236	0.6233838768
237	0.6223602036
238	0.6218108663
239	0.6211230525
240	0.6203197758
241	0.6193144583
242	0.6179240897
243	0.6166219556
244	0.6157921189
245	0.6145757855
246	0.6137738129
247	0.6127082009
248	0.6120660601
249	0.6114013922
250	0.6097638007
251	0.6088737274
252	0.607625012
253	0.6068578029
254	0.6060896889
255	0.6053757226
256	0.6041929038
257	0.6034933508
258	0.6026729008
259	0.6014888278
260	0.6005427419
261	0.599649083
262	0.598673934
263	0.598040171
264	0.5970708582
265	0.5963763406
266	0.5953755827
267	0.5944236394
268	0.5933858096
269	0.5926576375
270	0.5919468884
271	0.5912578474
272	0.590387837
273	0.5898605805
274	0.5889769229
275	0.5880140917
276	0.5872097112
277	0.586393099
278	0.5859949381
279	0.5854994666
280	0.5847682356
281	0.5839673778
282	0.5833079143
283	0.5825592756
284	0.5818855874
285	0.5811622407
286	0.5802573413
287	0.5793226768
288	0.5784044586
289	0.5775651345
290	0.5768481817
291	0.5760373457
292	0.5751752549
293	0.5739843623
294	0.5734807871
295	0.5727810667
296	0.5720346668
297	0.5714845932
298	0.5706518731
299	0.5696642118
300	0.5686455657
301	0.5681930465
302	0.5672229362
303	0.5665351534
304	0.566005111
305	0.5651115746
306	0.56460659
307	0.5638630132
308	0.5631552557
309	0.5622274562
310	0.5614425155
311	0.5608249104
312	0.5599737387
313	0.5593978914
314	0.5586718185
315	0.5579100646
316	0.5574198863
317	0.556637532
318	0.5560493626
319	0.555255759
320	0.5546224769
321	0.5540072455
322	0.5535239319
323	0.5526533819
324	0.5519657479
325	0.5513552914
326	0.5506805422
327	0.5500812021
328	0.5494163274
329	0.5486982813
330	0.5478150027
331	0.5469711061
332	0.5462669207
333	0.5455120611
334	0.5449598946
335	0.5441394578
336	0.5435510422
337	0.5428025787
338	0.5417882173
339	0.5411038903
340	0.5405491299
341	0.5398872002
342	0.5391791269
343	0.5382573662
344	0.5374949157
345	0.5367973811
346	0.5361159022
347	0.535610704
348	0.5348100966
349	0.534265635
350	0.5337937282
351	0.5331640928
352	0.5323895847
353	0.5317366967
354	0.5312201389
355	0.5304147444
356	0.5297781313
357	0.529243332
358	0.5283072275
359	0.5276750445
360	0.5271216031
361	0.5263207455
362	0.5255971565
363	0.5251014764
364	0.5243975119
365	0.5238485369
366	0.5232604119
367	0.5226374524
368	0.5219504318
369	0.5215189087
370	0.5208197444
371	0.5203253119
372	0.5196004059
373	0.5190745025
374	0.5183303175
375	0.5177126169
376	0.5173135489
377	0.5168578751
378	0.5162827891
379	0.5155953018
380	0.5150920733
381	0.5144469917
382	0.5138579218
383	0.5134091203
384	0.5130178674
385	0.5124247665
386	0.511824746
387	0.5112015727
388	0.5108244124
389	0.5102334616
390	0.5098045232
391	0.509233458
392	0.5087210701
393	0.5080597614
394	0.5072753167
395	0.506459691
396	0.5060849916
397	0.5053866728
398	0.5047830837
399	0.5041452775
400	0.5036154554
401	0.5030738911
402	0.5025086641
403	0.501966437
404	0.5015226537
405	0.500913859
406	0.5003308945
407	0.4997901113
408	0.4991845964
409	0.4985847356
410	0.498078497
411	0.4977832358
412	0.4974719728
413	0.4968636001
414	0.496332344
415	0.4958079685
416	0.4953650369
417	0.4947014425
418	0.4941623486
419	0.4935920674
420	0.4930204263
421	0.4924980931
422	0.4920763795
423	0.4915575111
424	0.4908808878
425	0.4902211705
426	0.489834635
427	0.4891352044
428	0.4886291113
429	0.4880944022
430	0.4876539969
431	0.4872519798
432	0.4868485611
433	0.4862550928
434	0.4857827159
435	0.4852658387
436	0.4847482981
437	0.4842191287
438	0.4837855487
439	0.4833076037
440	0.4828865228
441	0.4822725836
442	0.4818036435
443	0.4811173529
444	0.4805561378
445	0.4800478801
446	0.479362357
447	0.4786483145
448	0.4782194127
449	0.4776818129
450	0.4771491167
451	0.4767013188
452	0.4762309605
453	0.4756913036
454	0.4752670187
455	0.4746872152
456	0.4742412814
457	0.4737141892
458	0.4730129762
459	0.4724518578
460	0.472050779
461	0.4716594539
462	0.471104386
463	0.4705707657
464	0.4702237063
465	0.4697469629
466	0.4692796787
467	0.4687502542
468	0.4682741452
469	0.4677061325
470	0.4671415401
471	0.466740853
472	0.466176078
473	0.4656509028
474	0.4652653578
475	0.4650087307
476	0.4645640191
477	0.4639526102
478	0.463476583
479	0.4628998756
480	0.462418202
481	0.4619196681
482	0.4615154174
483	0.460997926
484	0.460712871
485	0.46019243
486	0.4598597578
487	0.4594063925
488	0.4589877402
489	0.4584411604
490	0.4577332442
491	0.4572826353
492	0.4568142241
493	0.456399368
494	0.4558460024
495	0.4553773887
496	0.4547725071
497	0.4544084081
498	0.4540101628
499	0.4535252111
500	0.453120437
501	0.4526520027
502	0.4522498407
503	0.4516184338
504	0.4511177257
505	0.4507299188
506	0.4502839644
507	0.4500113472
508	0.4494915029
509	0.449053849
510	0.4486695257
511	0.448098663
512	0.4476791605
513	0.4472130267
514	0.4468146368
515	0.4464460156
516	0.4461201372
517	0.4455686638
518	0.4452407227
519	0.4448095102
520	0.4443107752
521	0.4437725241
522	0.4433962156
523	0.4428925341
524	0.4423490094
525	0.4417993809
526	0.4413554629
527	0.4408350285
528	0.4402680393
529	0.4396661105
530	0.4391911957
531	0.4387820173
532	0.43841307
533	0.4377927919
534	0.4373862234
535	0.4368325243
536	0.4364331492
537	0.4360314664
538	0.4355395034
539	0.4350499103
540	0.4347433728
541	0.4342490203
542	0.4338073254
543	0.4334688541
544	0.4330301889
545	0.4326210155
546	0.4321333379
547	0.431594109
548	0.4312261262
549	0.4308921124
550	0.4304352836
551	0.429956408
552	0.4294533588
553	0.4289868879
554	0.4285637393
555	0.4279837398
556	0.4274338517
557	0.4269773397
558	0.4264223775
559	0.4260777424
560	0.4256784509
561	0.4252103201
562	0.4247450554
563	0.4244336723
564	0.4240176083
565	0.4236302471
566	0.4231896365
567	0.4227661026
568	0.4222395617
569	0.4219018464
570	0.4214781817
571	0.4212033999
572	0.4206198626
573	0.4201268552
574	0.4196404416
575	0.4191557915
576	0.4188123358
577	0.4184272902
578	0.4181120113
579	0.4176939381
580	0.417395089
581	0.4170223172
582	0.4167191344
583	0.4162374305
584	0.4157956834
585	0.4153444986
586	0.4148601765
587	0.4142181176
588	0.4138336249
589	0.4135116185
590	0.4130543795
591	0.4126995621
592	0.4122682842
593	0.4119305725
594	0.4113979685
595	0.4109584124
596	0.410504275
597	0.4100293825
598	0.4096462008
599	0.4090650028
600	0.4085230463
601	0.408243325
602	0.4077724652
603	0.4074401855
604	0.4071963006
605	0.4069175818
606	0.4065451917
607	0.4060941042
608	0.4057260185
609	0.4051031546
610	0.4046911943
611	0.4041830007
612	0.4037819673
613	0.403376639
614	0.4030245448
615	0.4027025922
616	0.4022228018
617	0.401734373
618	0.401278611
619	0.4007903969
620	0.400225182
621	0.3998267319
622	0.3995074766
623	0.3991779797
624	0.3987355466
625	0.3984345843
626	0.3982162919
627	0.3977710266
628	0.3973502782
629	0.3969700708
630	0.3965836865
631	0.3961575342
632	0.3958045056
633	0.3953109767
634	0.3950573251
635	0.3945949079
636	0.3943118638
637	0.3940236942
638	0.3936602495
639	0.393398613
640	0.3929153155
641	0.3925613558
642	0.3922313323
643	0.3918051033
644	0.3912733659
645	0.3909736321
646	0.3905561968
647	0.3901003824
648	0.3897099363
649	0.3893112213
650	0.3890167902
651	0.3885622829
652	0.3881517111
653	0.3878248583
654	0.3874899028
655	0.3870088824
656	0.3865706051
657	0.3863566831
658	0.3859622386
659	0.3856751027
660	0.385372555
661	0.3850143586
662	0.3847637048
663	0.384226433
664	0.3839397333
665	0.3835782411
666	0.383246892
667	0.3828383425
668	0.3825089305
669	0.382193476
670	0.3816104261
671	0.3813287561
672	0.3808943807
673	0.3804331324
674	0.3800420139
675	0.379895279
676	0.3794171292
677	0.3790622209
678	0.3787769035
679	0.3784583104
680	0.3781711802
681	0.3777648801
682	0.377397969
683	0.3770362613
684	0.3766757942
685	0.3762671213
686	0.3758284397
687	0.3755865261
688	0.3752816627
689	0.3749035432
690	0.3744773982
691	0.3740737884
692	0.3737229214
693	0.3734122247
694	0.3730740368
695	0.3727463827
696	0.3722665032
697	0.3719686753
698	0.3716056325
699	0.3713103253
700	0.3710018338
701	0.370653746
702	0.3704170524
703	0.3700296088
704	0.3696360923
705	0.3693164205
706	0.3689609452
707	0.3687178078
708	0.3684049383
709	0.3681207909
710	0.3676950658
711	0.3673745349
712	0.3671001206
713	0.3667827681
714	0.3664697992
715	0.3662476594
716	0.3659675119
717	0.3657399427
718	0.3653857895
719	0.3651068413
720	0.3648236417
721	0.3645483457
722	0.3641097689
723	0.3638085516
724	0.3634811346
725	0.3632016118
726	0.362796277
727	0.3625109647
728	0.3622318191
729	0.3619400587
730	0.3616130932
731	0.3613192593
732	0.3609579
733	0.3605521093
734	0.3601432776
735	0.3598051298
736	0.3595840843
737	0.3592798086
738	0.358906831
739	0.358546394
740	0.3581644499
741	0.3578589098
742	0.3574273372
743	0.3570861055
744	0.356603364
745	0.356307132
746	0.3559795676
747	0.3557067292
748	0.3554120226
749	0.355195208
750	0.3548062768
751	0.3544443267
752	0.354161919
753	0.3538381625
754	0.3533737287
755	0.3529507865
756	0.3526646768
757	0.3522229737
758	0.3519337875
759	0.3515964327
760	0.3513363951
761	0.350848278
762	0.3504054048
763	0.350089038
764	0.3496878144
765	0.3492815096
766	0.3490353763
767	0.3487158916
768	0.348452752
769	0.3481217414
770	0.347833561
771	0.347473973
772	0.3471967872
773	0.3469400386
774	0.3466540977
775	0.3463517757
776	0.3460630927
777	0.3456669366
778	0.3453553728
779	0.3450468982
780	0.3447412231
781	0.3444834827
782	0.3442057749
783	0.3439566367
784	0.3436379508
785	0.3433928923
786	0.3431117574
787	0.3427997364
788	0.3425357974
789	0.3422655649
790	0.3419801104
791	0.3417662528
792	0.3414534427
793	0.3411203815
794	0.3407359849
795	0.3404467628
796	0.3400029378
797	0.3397496758
798	0.3395047922
799	0.3392172132
800	0.3389490504
801	0.3386586215
802	0.3382965083
803	0.3380382498
804	0.3377883851
805	0.3374105131
806	0.3371753528
807	0.3368674395
808	0.3364789222
809	0.3361734358
810	0.3358634934
811	0.3355948555
812	0.3353742141
813	0.3351414216
814	0.334838151
815	0.3345465465
816	0.3343190181
817	0.3339725506
818	0.3337206468
819	0.3333801044
820	0.3331091388
821	0.3328960178
822	0.3324949646
823	0.3320714751
824	0.3317904099
825	0.3313643216
826	0.3311093207
827	0.330806254
828	0.3305498423
829	0.3302960317
830	0.330100436
831	0.3298438796
832	0.3295505781
833	0.3292327648
834	0.3289893599
835	0.328625544
836	0.32841625
837	0.3282180306
838	0.3278860839
839	0.3276019409
840	0.3273221528
841	0.3269513186
842	0.326659844
843	0.3263165919
844	0.3260838076
845	0.3258310252
846	0.3255811644
847	0.3253758691
848	0.3251409757
849	0.3247845603
850	0.3245432644
851	0.3242946096
852	0.3240426643
853	0.3237221637
854	0.3233965526
855	0.3231390701
856	0.3227737147
857	0.3225974917
858	0.3222793612
859	0.3218482088
860	0.3215538776
861	0.3212857984
862	0.3208827576
863	0.3206228919
864	0.3204413517
865	0.320091792
866	0.3198421611
867	0.3196164249
868	0.3193797992
869	0.3192043038
870	0.3189208853
871	0.3187159471
872	0.3184882596
873	0.3182563265
874	0.3180316169
875	0.3177173316
876	0.3175025564
877	0.3172523602
878	0.3170522505
879	0.3166723923
880	0.316356996
881	0.3160211585
882	0.315643061
883	0.315403217
884	0.3150834105
885	0.3147529299
886	0.3145364381
887	0.3143213565
888	0.3140561045
889	0.3137018456
890	0.3134900447
891	0.3132446584
892	0.3130334218
893	0.3127098705
894	0.3124762671
895	0.3122009743
896	0.311925698
897	0.3117400764
898	0.311503931
899	0.3111854559
900	0.3109747021
901	0.3107697526
902	0.3105431681
903	0.3103292689
904	0.3099891977
905	0.3096556812
906	0.3094056515
907	0.3091534182
908	0.3089054163
909	0.3086483567
910	0.3084189606
911	0.3081527246
912	0.3079069884
913	0.3075999358
914	0.3072863223
915	0.3070908751
916	0.306908145
917	0.3066630845
918	0.3064450996
919	0.3062492885
920	0.3060409918
921	0.3058060642
922	0.3055951265
923	0.3054645294
924	0.305175998
925	0.3049734142
926	0.3047108922
927	0.3045288117
928	0.3043423194
929	0.3041798864
930	0.3039485444
931	0.3036216094
932	0.3033717289
933	0.3031867311
934	0.3029314561
935	0.3026588891
936	0.3023831241
937	0.3021164855
938	0.3018931591
939	0.3016511697
940	0.3014502429
941	0.3012529588
942	0.3009934308
943	0.3007218673
944	0.3004574888
945	0.3001732804
946	0.299989776
947	0.2997612576
948	0.2995625371
949	0.2993273503
950	0.2991807132
951	0.2989920851
952	0.2987557634
953	0.2985532051
954	0.2983129239
955	0.2980621901
956	0.2977715109
957	0.2976252707
958	0.2973589306
959	0.2971004685
960	0.296955226
961	0.2967155697
962	0.2965422429
963	0.2962859649
964	0.2960902415
965	0.2958964586
966	0.2956862445
967	0.2953754414
968	0.295079604
969	0.2949300832
970	0.2946988335
971	0.294490274
972	0.2942953278
973	0.2940040349
974	0.2937981723
975	0.2936074255
976	0.2933571384
977	0.2932217978
978	0.2929946272
979	0.2927346189
980	0.292518209
981	0.2923150191
982	0.2920844328
983	0.2917473923
984	0.2915878847
985	0.2913694389
986	0.2911574069
987	0.2909948979
988	0.2907211262
989	0.2904922939
990	0.2902209887
991	0.28997683
992	0.2897687302
993	0.2895811305
994	0.2893173039
995	0.2890620133
996	0.2888574719
997	0.2885806456
998	0.2884230349
999	0.2882117333
51700544
2490262656
763
